"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa04932","hsa04932","Non-alcoholic fatty liver disease",136,0.418687927411294,1.27886969816205,0.0831930752584756,0.0831930752584756,0.464442544206151,3398,"tags=41%, list=24%, signal=31%","IL1A/IL6/MAPK12/IL6R/UQCRHL/NDUFB3/NDUFA12/NDUFA2/COX5B/JUN/INSR/COX6C/COX6A1/MAPK11/NDUFAB1/UQCR10/NDUFA1/NDUFA13/UQCRQ/COX7A2/SOCS3/ATF4/NDUFB9/NDUFB1/CXCL8/NDUFB7/NDUFB6/COX6B1/NDUFA8/COX4I1/NDUFS5/CYC1/NDUFA3/UQCRH/TRAF2/NR1H3/NDUFC1/COX7C/CEBPA/NDUFB11/UQCRB/NDUFB8/NDUFV1/NDUFS3/COX8A/NDUFA4/COX7B/COX7A2L/NDUFB5/NDUFB4/COX5A/NDUFS6/NDUFB10/NDUFA6/UQCRFS1/NDUFS4"
"hsa04020","hsa04020","Calcium signaling pathway",169,0.405050315352037,1.26277264953047,0.0860833822665884,0.0860833822665884,0.468167298779788,1657,"tags=20%, list=12%, signal=18%","PDE1C/CAMK2B/NFATC4/NOS2/MYLK2/FGFR3/HRH2/CHRNA7/FGF17/PTGER1/GNA11/TNNC1/TNNC2/VEGFD/RET/FGF9/CALML4/SPHK1/TACR2/CACNA1F/MCOLN3/FGF2/ADORA2A/SLC8A1/PDGFRB/VEGFA/TGFA/ERBB2/CACNA1D/CALML6/CYSLTR1/NTSR1/PHKA1/CYSLTR2"
"hsa05208","hsa05208","Chemical carcinogenesis - reactive oxygen species",181,0.400857592154895,1.25792715576662,0.0868552800093142,0.0868552800093142,0.468167298779788,3434,"tags=43%, list=25%, signal=32%","AS3MT/MGST2/MGST1/MAPK12/EPHX2/UQCRHL/NCF1/HMOX1/NDUFB3/NDUFA12/NDUFA2/SRC/VEGFA/NCF2/COX5B/JUN/ATP5PF/COX6C/COX6A1/MAPK11/NDUFAB1/UQCR10/NDUFA1/NDUFA13/UQCRQ/COX7A2/ATP5MC1/NDUFB9/NDUFB1/GSTM2/NDUFB7/AKR1C3/NDUFB6/COX6B1/BAD/NDUFA8/COX4I1/NDUFS5/CYC1/NDUFA3/UQCRH/MGST3/ATP5F1E/NFKBIA/NDUFC1/COX7C/CYP2F1/CYBA/MAP2K7/SOD1/NDUFB11/ATP5MC3/UQCRB/ATP5MC2/ATP5PD/NDUFB8/NDUFV1/GSTA4/NDUFS3/COX8A/NDUFA4/COX7B/PRKCD/COX7A2L/HRAS/NDUFB5/SLC26A6/SLC25A6/NDUFB4/COX5A/NDUFS6/NDUFB10/MAPK3/NDUFA6/UQCRFS1/NDUFS4/SLC25A5"
"hsa04714","hsa04714","Thermogenesis",198,0.393909250581529,1.24601716956589,0.0908986042219403,0.0908986042219403,0.481657189186731,3181,"tags=37%, list=23%, signal=29%","UCP1/ADCY6/ADCY10/ADCY5/CREB3L3/MAPK12/NPR1/BMP8A/CPT1B/CNR1/UQCRHL/DPF1/NDUFB3/NDUFA12/NDUFA2/MGLL/COX5B/ATP5PF/COX14/COX6C/KLB/COX6A1/MAPK11/NDUFAB1/UQCR10/NDUFA1/NDUFA13/UQCRQ/COX7A2/ATP5MC1/NDUFB9/NDUFB1/COA4/NDUFB7/NDUFB6/COX6B1/ATP5MF/NDUFA8/COX4I1/NDUFAF2/NDUFS5/CYC1/NDUFA3/UQCRH/DPF3/COX20/ATP5F1E/NDUFC1/COX7C/NDUFAF8/NDUFB11/SLC25A20/ATP5MC3/UQCRB/ATP5MC2/ATP5PD/NDUFB8/NDUFV1/NDUFS3/COX8A/NDUFA4/COX17/COX7B/SIRT6/COX7A2L/HRAS/NDUFB5/RPS6/NDUFAF3/NDUFB4/COX5A/NDUFS6/NDUFB10/CPT1C"
"hsa04927","hsa04927","Cortisol synthesis and secretion",43,0.517745802050497,1.34874439106068,0.092835947435354,0.092835947435354,0.48372414716316,2022,"tags=23%, list=15%, signal=20%","ADCY6/MRAP/ADCY5/GNA11/CREB3L3/CACNA1F/CACNA1D/POMC/ATF4/STAR"
"hsa01522","hsa01522","Endocrine resistance",84,0.450264243011327,1.29656454460306,0.0970284237726098,0.0970284237726098,0.487151945798562,2063,"tags=24%, list=15%, signal=20%","ADCY6/SHC2/ADCY5/NOTCH3/MAPK12/BIK/JAG1/CCND1/NOTCH4/SRC/ERBB2/CDKN2A/JUN/MAPK11/CDKN2C/E2F1/MMP9/BAD/CDKN1A/E2F2"
"hsa04064","hsa04064","NF-kappa B signaling pathway",96,0.437478057825421,1.28295906073513,0.0980243161094225,0.0980243161094225,0.487151945798562,2238,"tags=24%, list=16%, signal=20%","BLNK/PTGS2/TNFSF11/LTBR/BTK/CD14/SYK/IL1R1/CD40/VCAM1/LY96/GADD45B/ICAM1/EDAR/LTB/CCL4/CCL4L2/GADD45G/CXCL8/NFKB2/TRAF2/CXCL1/NFKBIA"
"hsa05330","hsa05330","Allograft rejection",30,0.556215183879912,1.36234832779131,0.0981684981684982,0.0981684981684982,0.487151945798562,2789,"tags=43%, list=20%, signal=35%","IL2/HLA-G/CD40/HLA-DMB/HLA-DMA/HLA-DPB1/HLA-DQA2/HLA-F/HLA-DRB5/CD86/HLA-DOA/HLA-DRA/HLA-DPA1"
"hsa05323","hsa05323","Rheumatoid arthritis",78,0.453260624470346,1.29252576071673,0.102580813347237,0.102580813347237,0.493069345355524,2789,"tags=40%, list=20%, signal=32%","TEK/IL1A/CXCL5/TNFSF11/IL6/CSF2/IL18/VEGFA/CTSL/ACP5/JUN/CCL3L1/CCL3/ICAM1/ATP6V0D2/LTB/HLA-DMB/CXCL8/HLA-DMA/HLA-DPB1/TLR2/CXCL1/HLA-DQA2/ATP6V0B/HLA-DRB5/CD86/HLA-DOA/HLA-DRA/ATP6V1G2/IL23A/HLA-DPA1"
"hsa04974","hsa04974","Protein digestion and absorption",60,0.476780165952549,1.31133935519951,0.103700691337942,0.103700691337942,0.493069345355524,1155,"tags=32%, list=8%, signal=29%","COL19A1/PRSS2/MEP1B/MME/MEP1A/COL5A2/COL16A1/CELA2B/COL9A2/SLC16A10/XPNPEP2/PRSS1/COL27A1/COL4A4/SLC8A1/COL6A3/SLC7A7/KCNN4/COL6A1"
"hsa04072","hsa04072","Phospholipase D signaling pathway",119,0.419256835661721,1.2622474969098,0.104092417352833,0.104092417352833,0.493069345355524,1829,"tags=18%, list=13%, signal=16%","MS4A2/FCER1A/ADCY6/SHC2/ADCY5/AVPR2/PLPP3/PIP5K1B/CXCR1/DGKG/PLA2G4A/SYK/FCER1G/SPHK1/RAPGEF3/PDGFRB/F2/INSR/MRAS/PLPP2/CXCL8/LPAR1"
"hsa00062","hsa00062","Fatty acid elongation",25,-0.508858183192763,-1.37023681621989,0.106982319448607,0.106982319448607,0.499194797741338,2330,"tags=36%, list=17%, signal=30%","ACOT4/HACD4/ACAA2/HACD3/HACD2/HSD17B12/ELOVL4/HACD1/ELOVL7"
"hsa00512","hsa00512","Mucin type O-glycan biosynthesis",25,-0.505970833846451,-1.36246185552105,0.112076715612826,0.112076715612826,0.514205634935788,101,"tags=24%, list=1%, signal=24%","GALNT3/GALNT1/C1GALT1/GALNT12/GCNT3/GALNT14"
"hsa05225","hsa05225","Hepatocellular carcinoma",136,0.407523351866729,1.24476783751117,0.113488819427747,0.113488819427747,0.514205634935788,2108,"tags=22%, list=15%, signal=19%","LRP6/TERT/WNT9A/SHC2/MGST2/FZD5/AXIN2/WNT10A/TXNRD3/FZD7/MGST1/CCND1/LEF1/TCF7L1/WNT5B/DPF1/HMOX1/GADD45B/TGFA/WNT8B/CDKN2A/E2F1/GSTM2/GADD45G/BAD/GSTP1/CDKN1A/E2F2/DPF3/MGST3"
"hsa00830","hsa00830","Retinol metabolism",26,0.560652947438237,1.33826364019299,0.117259946156147,0.117259946156147,0.518128159538951,1820,"tags=31%, list=13%, signal=27%","DHRS9/RDH12/CYP3A7/CYP3A4/RDH16/ADH6/ALDH1A1/RDH5"
"hsa04911","hsa04911","Insulin secretion",55,-0.403675362214156,-1.26564278342504,0.117669172932331,0.117669172932331,0.518128159538951,187,"tags=25%, list=1%, signal=25%","CAMK2D/PLCB1/ATF2/CREB5/PRKACB/CACNA1C/ATP1A3/PRKCG/KCNN3/KCNJ11/ABCC8/RYR2/RAPGEF4/SNAP25"
"hsa04740","hsa04740","Olfactory transduction",47,0.493891395335559,1.30370730137529,0.120039128004472,0.120039128004472,0.521222529493101,1308,"tags=26%, list=9%, signal=23%","PDE1C/CAMK2B/OR52I1/OR56B1/GNG7/OR2L2/SLC24A4/OR52N4/CALML4/SLC8A1/OR2A7/OR5B21"
"hsa00260","hsa00260","Glycine, serine and threonine metabolism",33,0.530896215747629,1.32249945059969,0.124201045903544,0.124201045903544,0.531906425859448,1593,"tags=24%, list=11%, signal=22%","BHMT/AOC2/CBS/AOC3/ALAS2/GLDC/GCAT/PHGDH"
"hsa05224","hsa05224","Breast cancer",109,0.414909320628473,1.23704512197645,0.128840436075322,0.128840436075322,0.543433942807282,1395,"tags=20%, list=10%, signal=18%","LRP6/WNT9A/SHC2/FGF17/TNFSF11/FZD5/AXIN2/WNT10A/NOTCH3/FZD7/JAG1/FGF9/CCND1/LEF1/FGF2/TCF7L1/WNT5B/NOTCH4/GADD45B/ERBB2/WNT8B/JUN"
"hsa04650","hsa04650","Natural killer cell mediated cytotoxicity",102,0.419425328482839,1.23989154229153,0.130369253956292,0.130369253956292,0.543433942807282,1498,"tags=16%, list=11%, signal=14%","KIR3DL1/KIR2DL3/SHC2/HLA-G/FCGR3A/SH2D1B/CSF2/SYK/ULBP2/FCER1G/KIR2DL1/TYROBP/LAT2/KIR3DL2/ICAM1/RAC3"
"hsa04350","hsa04350","TGF-beta signaling pathway",85,0.431314460310498,1.24396878450374,0.133445074780815,0.133445074780815,0.548211064173101,1039,"tags=11%, list=7%, signal=10%","RGMB/GREM1/INHBC/BAMBI/NOG/INHBE/BMP8A/E2F5/INHBA"
"hsa01040","hsa01040","Biosynthesis of unsaturated fatty acids",24,-0.496800859470372,-1.32620387559093,0.135022354694486,0.135022354694486,0.548211064173101,2330,"tags=50%, list=17%, signal=42%","SCP2/FADS2/ACOX3/ACOT4/HACD4/HACD3/SCD/HACD2/HSD17B12/ELOVL4/HACD1/ELOVL7"
"hsa00590","hsa00590","Arachidonic acid metabolism",38,0.508370716737474,1.29761034922872,0.137260509007721,0.137260509007721,0.550153457156452,1357,"tags=26%, list=10%, signal=24%","ALOX15/PTGS2/PTGES/PLA2G4A/ALOX5/PTGR2/EPHX2/PLB1/PLA2G10/CYP2J2"
"hsa05010","hsa05010","Alzheimer disease",325,0.354937178984715,1.16517677445476,0.14237619461338,0.14237619461338,0.555586969087518,2650,"tags=27%, list=19%, signal=22%","LRP6/NOS2/IL1A/WNT9A/BACE2/CHRNA7/MME/TUBB3/PTGS2/FZD5/AXIN2/WNT10A/IL6/TUBA3E/FZD7/CALML4/CACNA1F/UQCRHL/WNT5B/NDUFB3/NDUFA12/LPL/NDUFA2/PSENEN/WNT8B/TUBB2B/COX5B/HSD17B10/CACNA1D/CYBB/INSR/ATP5PF/COX6C/CALML6/COX6A1/NDUFAB1/UQCR10/NDUFA1/ATG101/AGER/NDUFA13/UQCRQ/COX7A2/ATP5MC1/PSMB6/ATF4/NDUFB9/NDUFB1/TUBA1B/SLC39A7/NDUFB7/NDUFB6/COX6B1/BAD/NDUFA8/PSMB4/COX4I1/NDUFS5/CYC1/NDUFA3/UQCRH/ATP5F1E/TRAF2/CDK5/NDUFC1/PSMD4/COX7C/SLC39A5/PSMB1/MAP2K7/NDUFB11/ATP5MC3/CDK5R1/UQCRB/PSMB5/ATP5MC2/GRIN2C/TUBB4B/PSEN2/ATP5PD/NDUFB8/NDUFV1/DVL1/WNT10B/NDUFS3/COX8A/NDUFA4"
"hsa04960","hsa04960","Aldosterone-regulated sodium reabsorption",26,-0.479410265189041,-1.30619731357345,0.142943305186972,0.142943305186972,0.555586969087518,2451,"tags=50%, list=18%, signal=41%","PIK3R3/PDPK1/KRAS/SCNN1A/PIK3CB/KCNJ1/ATP1B3/PIK3CA/MAPK1/PIK3R1/NR3C2/ATP1A3/PRKCG"
"hsa04975","hsa04975","Fat digestion and absorption",20,0.580195367187724,1.32022979065523,0.144023413431916,0.144023413431916,0.555586969087518,1933,"tags=35%, list=14%, signal=30%","CEL/APOA1/PLPP3/ABCA1/PLA2G10/PLPP2/DGAT2"
"hsa00730","hsa00730","Thiamine metabolism",10,0.671965644769306,1.34158664476629,0.146020646020646,0.146020646020646,0.555586969087518,592,"tags=20%, list=4%, signal=19%","AK8/AK4"
"hsa04360","hsa04360","Axon guidance",143,0.393482338449724,1.20906621704067,0.147501792971552,0.147501792971552,0.555586969087518,1498,"tags=17%, list=11%, signal=16%","CAMK2B/NFATC4/PARD3/ROBO1/RHOD/SEMA3A/SEMA3B/EPHA2/SHH/SEMA6B/PLXNA4/SLIT1/SEMA3C/FES/NTN1/ROBO3/WNT5B/NRP1/LRRC4C/SRC/EFNA1/PLXNA2/NTN3/RND1/RAC3"
"hsa04270","hsa04270","Vascular smooth muscle contraction",94,0.417803859044415,1.22156920039191,0.152038612981075,0.152038612981075,0.565857995681443,1020,"tags=15%, list=7%, signal=14%","CALCA/RAMP1/ADM/MYLK2/ADCY6/PPP1R14A/ADCY5/GNA11/PTGIR/PLA2G4A/NPR1/CALML4/CACNA1F/ADORA2A"
"hsa05145","hsa05145","Toxoplasmosis",98,0.413778933764423,1.21702938696594,0.15438020701843,0.15438020701843,0.567813269157568,2544,"tags=27%, list=18%, signal=22%","NOS2/LAMA3/HSPA6/MAPK12/ALOX5/LAMB2/CD40/LY96/LAMC1/NFKBIB/MAPK11/HLA-DMB/GNAO1/HSPA1B/BAD/HLA-DMA/LAMA5/IFNGR2/HLA-DPB1/TLR2/HLA-DQA2/NFKBIA/HLA-DRB5/CIITA/HLA-DOA/HLA-DRA"
"hsa04916","hsa04916","Melanogenesis",74,0.435116635015755,1.23075234248955,0.157046625280676,0.157046625280676,0.570903888719227,1535,"tags=20%, list=11%, signal=18%","CAMK2B/ADCY6/WNT9A/ADCY5/FZD5/WNT10A/CREB3L3/FZD7/CALML4/LEF1/TCF7L1/WNT5B/WNT8B/POMC/CALML6"
"hsa04977","hsa04977","Vitamin digestion and absorption",17,0.590881291861084,1.3018767251858,0.166299559471366,0.166299559471366,0.574324884291646,1355,"tags=29%, list=10%, signal=27%","APOA1/AMN/RBP2/PLB1/TCN2"
"hsa04145","hsa04145","Phagosome",128,0.392276983042169,1.19134257647644,0.166889185580774,0.166889185580774,0.574324884291646,2791,"tags=31%, list=20%, signal=25%","HLA-G/TUBB3/RAB7B/FCGR2A/TUBA3E/FCGR3A/FCGR1A/CD14/CD209/NCF1/NCF2/CTSL/MRC1/TUBB2B/C3/CYBB/ATP6V0D2/HLA-DMB/SEC61G/TUBA1B/THBS3/HLA-DMA/HLA-DPB1/FCAR/TLR2/HLA-DQA2/SEC61B/HLA-F/ITGAM/ATP6V0B/CYBA/HLA-DRB5/NCF4/HLA-DOA/HLA-DRA/TUBB4B/ATP6V1G2/OLR1/HLA-DPA1/HGS"
"hsa04061","hsa04061","Viral protein interaction with cytokine and cytokine receptor",73,0.431999222166473,1.22019679142871,0.168230474428439,0.168230474428439,0.574324884291646,1937,"tags=29%, list=14%, signal=25%","CXCL5/IL2/XCL1/CCL18/LTBR/IL6/CXCR5/CXCR1/CCR7/CCL24/IL6R/IL18/CXCL13/CCL3L1/CCL3/CCL4/CCL4L2/CXCL8/CCL1/XCR1/CCL22"
"hsa05169","hsa05169","Epstein-Barr virus infection",177,0.375375622783545,1.17535125516198,0.168514412416851,0.168514412416851,0.574324884291646,3950,"tags=35%, list=28%, signal=25%","FCER2/BLNK/HLA-G/CR2/CD19/IL6/MAPK12/BTK/SYK/CD40/CCND1/GADD45B/NFKBIB/JUN/SAP30/ICAM1/CCNE1/MAPK11/HLA-DMB/E2F1/GADD45G/CDKN1A/HLA-DMA/NFKB2/E2F2/HLA-DPB1/TLR2/TRAF2/HLA-DQA2/NFKBIA/PSMD4/HLA-F/IRF9/MAP2K7/HLA-DRB5/HLA-DOA/HLA-DRA/HLA-DPA1/TYK2/CCNA1/CCND3/CD247/ISG15/PSMD3/IRF3/STAT2/CD3D/IKBKE/PSMC5/PSMC3/OAS1/CXCL10/NFKBIE/CDK2/SEM1/HLA-DRB1/PSMC1/RELB/CASP9/BAX/B2M/CIR1"
"hsa05222","hsa05222","Small cell lung cancer",82,0.423083367945001,1.21306801120651,0.168529106029106,0.168529106029106,0.574324884291646,2238,"tags=24%, list=16%, signal=21%","NOS2/PTGS2/LAMA3/FHIT/COL4A4/LAMB2/CCND1/LAMC1/GADD45B/CKS2/CCNE1/E2F1/GADD45G/ITGA2B/COL4A3/CDKN1A/LAMA5/E2F2/TRAF2/NFKBIA"
"hsa05144","hsa05144","Malaria",40,0.489178432757886,1.25949092874037,0.169010083794915,0.169010083794915,0.574324884291646,1827,"tags=28%, list=13%, signal=24%","HBA2/HBB/IL6/CD40/VCAM1/SDC2/IL18/SDC1/ICAM1/CXCL8/THBS3"
"hsa04625","hsa04625","C-type lectin receptor signaling pathway",97,0.408986902219206,1.20176547142449,0.172392018186411,0.172392018186411,0.578720312429045,1578,"tags=18%, list=11%, signal=16%","NFATC4/IL2/CLEC6A/PTGS2/IL6/MAPK12/SYK/CD209/CALML4/FCER1G/CLEC4D/SRC/JUN/CLEC4E/MRAS/CALML6/MAPK11"
"hsa05415","hsa05415","Diabetic cardiomyopathy",165,0.376613416783412,1.17151879362405,0.174558303886926,0.174558303886926,0.578720312429045,3179,"tags=39%, list=23%, signal=30%","CAMK2B/PDK4/MAPK12/CPT1B/TBC1D4/UQCRHL/NCF1/NDUFB3/NDUFA12/NDUFA2/NCF2/COX5B/CYBB/INSR/ATP5PF/COX6C/COX6A1/MAPK11/NDUFAB1/UQCR10/NDUFA1/AGER/NDUFA13/UQCRQ/COX7A2/ATP5MC1/NDUFB9/NDUFB1/MMP9/NDUFB7/NDUFB6/COX6B1/NDUFA8/COX4I1/NDUFS5/CYC1/NDUFA3/UQCRH/ATP5F1E/NDUFC1/COX7C/CYBA/NCF4/NDUFB11/ATP5MC3/ACE/UQCRB/ATP5MC2/ATP5PD/NDUFB8/NDUFV1/NDUFS3/COX8A/NDUFA4/COX7B/PRKCD/COX7A2L/NDUFB5/PDHA1/SLC25A6/NDUFB4/COX5A/NDUFS6/NDUFB10"
"hsa05166","hsa05166","Human T-cell leukemia virus 1 infection",206,0.366199001475418,1.1619939930068,0.175856929955291,0.175856929955291,0.578720312429045,2321,"tags=18%, list=17%, signal=15%","NFATC4/TERT/ADCY6/IL2/HLA-G/ADCY5/LTBR/IL6/CREB3L3/SPI1/CSF2/IL1R1/CD40/CCND1/NRP1/CDC20/CDKN2A/JUN/ICAM1/PTTG1/CCNE1/HLA-DMB/CDKN2C/E2F1/ATF4/ESPL1/IL1R2/CDKN1A/HLA-DMA/NFKB2/E2F2/HLA-DPB1/CD4/HLA-DQA2/NFKBIA/HLA-F/FOSL1"
"hsa00480","hsa00480","Glutathione metabolism",41,0.47695049428429,1.23112883934765,0.190929769690077,0.190929769690077,0.61006117659571,4002,"tags=49%, list=29%, signal=35%","OPLAH/MGST2/MGST1/GPX2/CHAC1/ANPEP/GGT7/GSTM2/GSTP1/MGST3/GGT1/GSTA4/LAP3/IDH2/SMS/GSTO1/GPX4/PGD/TXNDC12/GSTK1"
"hsa05146","hsa05146","Amoebiasis",74,0.422308009392619,1.19452241073993,0.194822348434817,0.194822348434817,0.61006117659571,2304,"tags=28%, list=17%, signal=24%","NOS2/GNA11/LAMA3/RAB7B/IL6/CD1D/CD14/CSF2/IL1R1/COL4A4/LAMB2/LAMC1/ACTN1/IL1R2/CXCL8/COL4A3/LAMA5/TLR2/CXCL1/PRDX1/ITGAM"
"hsa04979","hsa04979","Cholesterol metabolism",38,0.482059182063784,1.2304504626094,0.195596225336002,0.195596225336002,0.61006117659571,2401,"tags=32%, list=17%, signal=26%","APOC2/APOA1/ABCA1/LPL/CETP/PLTP/ANGPTL3/LCAT/STAR/SORT1/LIPG/LDLRAP1"
"hsa04015","hsa04015","Rap1 signaling pathway",167,0.370693138628641,1.15441573686605,0.196071512585274,0.196071512585274,0.61006117659571,1843,"tags=20%, list=13%, signal=17%","PARD3/TEK/PGF/ADCY6/FGFR3/FGF17/ADCY5/EPHA2/VEGFD/RAP1GAP/MAPK12/P2RY1/FGF9/CALML4/FGF2/CNR1/ADORA2A/F2RL3/RAPGEF3/PDGFRB/ANGPT4/SRC/VEGFA/EFNA1/INSR/MRAS/RAC3/CALML6/MAPK11/GNAO1/ITGA2B/LPAR1/TIAM1"
"hsa04310","hsa04310","Wnt signaling pathway",129,0.384177119545712,1.16777313469774,0.196389629270657,0.196389629270657,0.61006117659571,1498,"tags=16%, list=11%, signal=15%","CAMK2B/LRP6/NFATC4/WNT9A/CTNND2/BAMBI/FZD5/VANGL2/AXIN2/WNT10A/FZD7/TLE6/CCND1/LEF1/TCF7L1/WNT5B/PRICKLE1/GPC4/WNT8B/JUN/RAC3"
"hsa05320","hsa05320","Autoimmune thyroid disease",30,0.504102119610239,1.23470681777601,0.197655677655678,0.197655677655678,0.61006117659571,2789,"tags=43%, list=20%, signal=35%","IL2/HLA-G/CD40/HLA-DMB/HLA-DMA/HLA-DPB1/HLA-DQA2/HLA-F/HLA-DRB5/CD86/HLA-DOA/HLA-DRA/HLA-DPA1"
"hsa04613","hsa04613","Neutrophil extracellular trap formation",97,0.401115762341167,1.17863694560899,0.199040161656984,0.199040161656984,0.61006117659571,2490,"tags=28%, list=18%, signal=23%","AZU1/FPR3/FCGR2A/TLR8/FCGR3A/FCGR1A/MAPK12/SYK/FPR2/CLCN4/SIGLEC9/NCF1/SRC/NCF2/TLR7/C3/CYBB/GP1BA/MAPK11/AGER/ITGA2B/TLR2/HDAC11/ITGAM/CYBA/NCF4/C5AR1"
"hsa05150","hsa05150","Staphylococcus aureus infection",45,0.461821505210089,1.21178306472269,0.203903946074989,0.203903946074989,0.618901093349738,3220,"tags=58%, list=23%, signal=45%","FPR3/FCGR2A/KRT18/FCGR3A/FCGR1A/CFB/FPR2/C3/ICAM1/HLA-DMB/HLA-DMA/HLA-DPB1/FCAR/PTAFR/HLA-DQA2/ITGAM/HLA-DRB5/C5AR1/HLA-DOA/HLA-DRA/C1QC/C2/HLA-DPA1/CFD/C1QB/C1QA"
"hsa05016","hsa05016","Huntington disease",261,0.35060343476645,1.13310790991237,0.206239554317549,0.206239554317549,0.619824382679133,3582,"tags=35%, list=26%, signal=26%","UCP1/TUBB3/TUBA3E/CREB3L3/DNAI2/GPX2/UQCRHL/SLC1A3/NDUFB3/NDUFA12/NDUFA2/DNAH12/POLR2L/KCNJ10/TUBB2B/COX5B/POLR2F/ATP5PF/COX6C/COX6A1/POLR2J/DNAL4/NDUFAB1/UQCR10/NDUFA1/ATG101/NDUFA13/UQCRQ/COX7A2/ATP5MC1/PSMB6/NDUFB9/NDUFB1/TUBA1B/NDUFB7/NDUFB6/COX6B1/NDUFA8/PSMB4/COX4I1/NDUFS5/POLR2I/CYC1/NDUFA3/UQCRH/ATP5F1E/TRAF2/ACTR1A/NDUFC1/PSMD4/COX7C/PSMB1/MAP2K7/SOD1/STX1A/NDUFB11/ATP5MC3/UQCRB/PSMB5/ATP5MC2/TUBB4B/ATP5PD/NDUFB8/CLTB/NDUFV1/NDUFS3/COX8A/NDUFA4/POLR2E/COX7B/COX7A2L/NDUFB5/DCTN3/PSMD3/SLC25A6/KLC4/NDUFB4/COX5A/NDUFS6/PSMB3/NDUFB10/NDUFA6/UQCRFS1/PSMC5/PSMC3/NDUFS4/SLC25A5/BBC3/POLR2J2/POLR2J3/WIPI1"
"hsa00061","hsa00061","Fatty acid biosynthesis",17,-0.509477727483631,-1.25917734886317,0.208173340647285,0.208173340647285,0.619824382679133,1631,"tags=29%, list=12%, signal=26%","ACSL3/ACSL6/ACSL4/HTD2/ACSBG2"
"hsa00561","hsa00561","Glycerolipid metabolism",48,0.45272062725555,1.20026648070196,0.213480016710765,0.213480016710765,0.629628251867895,2663,"tags=27%, list=19%, signal=22%","CEL/PLPP3/DGKG/LPL/MGLL/MBOAT2/ALDH2/PLPP2/DGAT2/LIPG/DGKI/GLYCTK/GK"
"hsa04512","hsa04512","ECM-receptor interaction",62,-0.358764250846047,-1.152939457519,0.223978411719352,0.223978411719352,0.654417986036868,1532,"tags=29%, list=11%, signal=26%","ITGB4/CD47/HMMR/CHAD/THBS1/LAMC3/CD36/ITGA9/ITGA6/ITGA4/COL1A1/ITGA11/VWF/COL4A6/ITGB3/GP9/NPNT/TNR"
"hsa04550","hsa04550","Signaling pathways regulating pluripotency of stem cells",101,0.390557896763488,1.15327604145548,0.228643216080402,0.228643216080402,0.656715261511472,1039,"tags=15%, list=7%, signal=14%","HESX1/FGFR3/WNT9A/INHBC/POU5F1B/FZD5/AXIN2/WNT10A/INHBE/PAX6/FZD7/MAPK12/FGF2/WNT5B/INHBA"
"hsa04724","hsa04724","Glutamatergic synapse",81,0.406015682593616,1.16206065093005,0.228965876530346,0.228965876530346,0.656715261511472,1379,"tags=20%, list=10%, signal=18%","GNB3/GRIK5/GNG7/ADCY6/GNG8/GNG10/ADCY5/HOMER3/GNG3/PLA2G4A/SLC1A3/GNG5/GNG11/GNG4/HOMER2/CACNA1D"
"hsa04066","hsa04066","HIF-1 signaling pathway",98,0.392380898843005,1.15409230825638,0.232138348901792,0.232138348901792,0.659761623194568,1426,"tags=15%, list=10%, signal=14%","CAMK2B/TEK/NOS2/HKDC1/LTBR/IL6/IL6R/HK3/HMOX1/ANGPT4/VEGFA/TIMP1/ERBB2/CYBB/INSR"
"hsa04814","hsa04814","Motor proteins",150,0.366845773682862,1.13310221800309,0.237157432672915,0.237157432672915,0.663803993582712,1779,"tags=18%, list=13%, signal=16%","MYO16/MYO1A/KIF1A/TUBB3/TNNC1/TNNI2/TNNC2/MYH7/KIF26A/KIF7/TUBA3E/DNAI2/KIF18B/MYO7A/KIF13A/DNAH12/ACTA1/MYH7B/TUBB2B/TNNT3/MYO1E/MYO15B/MYH6/KIFC1/DNAL4/TUBA1B/MYL6B"
"hsa04392","hsa04392","Hippo signaling pathway - multiple species",24,-0.447072344705801,-1.19345420789014,0.237853949329359,0.237853949329359,0.663803993582712,2059,"tags=33%, list=15%, signal=28%","LATS1/LATS2/MOB1B/MOB1A/TEAD3/YAP1/DCHS2/TPTEP2-CSNK1E"
"hsa00340","hsa00340","Histidine metabolism",16,0.561336250336185,1.22208479949213,0.239930500710788,0.239930500710788,0.663803993582712,1775,"tags=38%, list=13%, signal=33%","FTCD/UROC1/ALDH3B1/AMDHD1/ALDH2/HNMT"
"hsa04330","hsa04330","Notch signaling pathway",54,0.42946758252546,1.16395385031895,0.246644754861682,0.246644754861682,0.671535337593107,1246,"tags=15%, list=9%, signal=14%","DTX1/NOTCH3/PTCRA/JAG1/TLE6/NOTCH4/PSENEN/MAML3"
"hsa04146","hsa04146","Peroxisome",74,0.404786250593055,1.14496111164982,0.247655527671378,0.247655527671378,0.671535337593107,2510,"tags=19%, list=18%, signal=16%","DDO/NOS2/EPHX2/PEX5L/MPV17L2/NUDT7/PEX7/MPV17/PEX11A/PRDX1/EHHADH/SOD1/PEX12/PRDX5"
"hsa04962","hsa04962","Vasopressin-regulated water reabsorption",37,0.464266590445291,1.17912887592485,0.25118619698059,0.25118619698059,0.671535337593107,653,"tags=8%, list=5%, signal=8%","ADCY6/AVPR2/CREB3L3"
