"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0032042","GO:0032042","mitochondrial DNA metabolic process",21,-0.54751032961142,-1.39600833933359,0.09375,0.694759337477732,0.672657545740738,70,"tags=10%, list=1%, signal=9%","DNA2/STOX1"
"GO:0060571","GO:0060571","morphogenesis of an epithelial fold",11,0.698451785592602,1.39557074901473,0.0943396226415094,0.694759337477732,0.672657545740738,548,"tags=27%, list=4%, signal=26%","CECR2/NOG/SHH"
"GO:0050912","GO:0050912","detection of chemical stimulus involved in sensory perception of taste",19,0.623552318822304,1.39473968464469,0.0959119496855346,0.694759337477732,0.672657545740738,1230,"tags=37%, list=9%, signal=34%","TAS2R3/TAS2R13/TAS2R46/PKD2L1/PKD1L3/CA6/TAS2R30"
"GO:0045606","GO:0045606","positive regulation of epidermal cell differentiation",18,0.629213861856661,1.39452339838208,0.0941915227629513,0.694759337477732,0.672657545740738,2188,"tags=44%, list=16%, signal=37%","PTCH2/FGF2/SFN/FOXC1/VDR/TRIM16/ZBED2/CYP27B1"
"GO:0061311","GO:0061311","cell surface receptor signaling pathway involved in heart development",11,0.696484335236993,1.39163960269502,0.102915951972556,0.694759337477732,0.672657545740738,745,"tags=27%, list=5%, signal=26%","SNAI1/MESP1/JAG1"
"GO:0062149","GO:0062149","detection of stimulus involved in sensory perception of pain",18,0.626976741004623,1.38956527911248,0.100470957613815,0.694759337477732,0.672657545740738,2297,"tags=33%, list=17%, signal=28%","CALCA/SCN11A/ASIC3/NTSR1/TMEM120A/NR2F6"
"GO:0010737","GO:0010737","protein kinase A signaling",25,0.5866935215857,1.38894652653321,0.0933333333333333,0.694759337477732,0.672657545740738,1199,"tags=32%, list=9%, signal=29%","GAL/ADGRV1/SCN11A/AKAP6/SFN/AKAP12/RAB13/MYOM1"
"GO:0035330","GO:0035330","regulation of hippo signaling",20,0.615102524539164,1.38836240704745,0.0954616588419405,0.694759337477732,0.672657545740738,1758,"tags=35%, list=13%, signal=31%","FRMD6/NEK8/WWC2/SRC/MOB3B/WTIP/NUAK2"
"GO:0001569","GO:0001569","branching involved in blood vessel morphogenesis",22,0.602197036849701,1.38825803306592,0.0977099236641221,0.694759337477732,0.672657545740738,1148,"tags=27%, list=8%, signal=25%","NFATC4/SHH/LEF1/NRP1/NOTCH4/VEGFA"
"GO:0098698","GO:0098698","postsynaptic specialization assembly",19,-0.549823678879445,-1.3871679281585,0.10655737704918,0.694759337477732,0.672657545740738,557,"tags=21%, list=4%, signal=20%","SPTBN2/PTPRS/PTPRD/NPTX1"
"GO:0051965","GO:0051965","positive regulation of synapse assembly",34,0.546542590355078,1.38650547560993,0.0981240981240981,0.694759337477732,0.672657545740738,648,"tags=15%, list=5%, signal=14%","LRRN1/LRRTM2/SLITRK4/FLRT2/VSTM5"
"GO:0070286","GO:0070286","axonemal dynein complex assembly",20,0.614067161123046,1.38602546387583,0.0954616588419405,0.694759337477732,0.672657545740738,2025,"tags=25%, list=15%, signal=21%","DRC1/DNAAF1/DNAI2/LRRC61/CCDC39"
"GO:0035930","GO:0035930","corticosteroid hormone secretion",11,0.693535556501055,1.38574767223672,0.106346483704974,0.694759337477732,0.672657545740738,1963,"tags=36%, list=14%, signal=31%","WNK4/GAL/POMC/DAB2"
"GO:0014850","GO:0014850","response to muscle activity",18,-0.55853270652548,-1.38510846586931,0.101369863013699,0.694759337477732,0.672657545740738,711,"tags=50%, list=5%, signal=48%","ITGA2/SELENON/TOMM20/SRD5A1/HIF1A/MSTN/SLC38A2/FNDC5/RYR2"
"GO:0090330","GO:0090330","regulation of platelet aggregation",22,0.600417657862716,1.38415599167183,0.099236641221374,0.694759337477732,0.672657545740738,781,"tags=18%, list=6%, signal=17%","MFSD2B/PDPN/IL6/SYK"
"GO:0010518","GO:0010518","positive regulation of phospholipase activity",33,0.547339998873968,1.38222083527927,0.0994236311239193,0.694759337477732,0.672657545740738,2498,"tags=33%, list=18%, signal=27%","APOC2/ARHGAP6/FGFR3/FGF2/PDGFRB/LPAR1/GPR55/ANG/NMUR1/C5AR1/CD86"
"GO:0090183","GO:0090183","regulation of kidney development",21,0.604033999943402,1.38181726011845,0.101538461538462,0.694759337477732,0.672657545740738,1148,"tags=29%, list=8%, signal=26%","HNF1B/GREM1/NOG/RET/BASP1/VEGFA"
"GO:0045668","GO:0045668","negative regulation of osteoblast differentiation",34,0.544688679603068,1.3818023519114,0.0995670995670996,0.694759337477732,0.672657545740738,517,"tags=15%, list=4%, signal=14%","GREM1/ERFE/BAMBI/NOG/AXIN2"
"GO:0035987","GO:0035987","endodermal cell differentiation",35,0.541749056054009,1.38062790992804,0.0966810966810967,0.694759337477732,0.672657545740738,1832,"tags=29%, list=13%, signal=25%","HNF1B/COL5A2/LAMA3/MESP1/ITGA7/INHBA/COL6A1/MMP14/VTN/MMP9"
"GO:0002861","GO:0002861","regulation of inflammatory response to antigenic stimulus",37,0.536942597044248,1.380099017321,0.0946915351506456,0.694759337477732,0.672657545740738,2076,"tags=35%, list=15%, signal=30%","FCGR1A/CCR7/BTK/SYK/FGR/CNR1/HCK/SRC/FUT7/C3/NLRP6/PSMB4/PARK7"
"GO:0045684","GO:0045684","positive regulation of epidermis development",20,0.610748465199383,1.37853475707977,0.0985915492957746,0.694759337477732,0.672657545740738,2450,"tags=45%, list=18%, signal=37%","PTCH2/FGF2/SFN/FOXC1/VDR/TRIM16/ZBED2/CYP27B1/TMEM79"
"GO:1905476","GO:1905476","negative regulation of protein localization to membrane",31,0.555902115337913,1.37743245800383,0.0948905109489051,0.694759337477732,0.672657545740738,368,"tags=13%, list=3%, signal=13%","PKDCC/WNK4/KCNE1/MRAP"
"GO:0021680","GO:0021680","cerebellar Purkinje cell layer development",21,-0.539977614527456,-1.37680188329741,0.105113636363636,0.694759337477732,0.672657545740738,2930,"tags=52%, list=21%, signal=41%","WHRN/HSPA5/ATP7A/TTLL1/TTC21B/RORA/SLC25A46/SEZ6/KIF14/AGTPBP1/SPTBN2"
"GO:0010875","GO:0010875","positive regulation of cholesterol efflux",23,0.592234047935869,1.37549208904707,0.106382978723404,0.694759337477732,0.672657545740738,2313,"tags=39%, list=17%, signal=33%","ABCG4/APOA1/ABCA12/ABCA1/CAV1/PLTP/NR1H3/NFKBIA/NR1H2"
"GO:0071827","GO:0071827","plasma lipoprotein particle organization",34,0.542180900376114,1.3754404513182,0.105339105339105,0.694759337477732,0.672657545740738,2987,"tags=44%, list=22%, signal=35%","APOC2/APOM/APOA1/PLA2G7/ABCA1/LPL/PLA2G10/CETP/PLTP/LCAT/LIPG/NR1H2/MFSD2A/SOAT2/FURIN"
"GO:0050432","GO:0050432","catecholamine secretion",34,0.542170049712293,1.37541292463488,0.105339105339105,0.694759337477732,0.672657545740738,1460,"tags=32%, list=11%, signal=29%","SYT17/DRD3/CHRNA7/KCNB1/P2RY1/CHRNA6/CNR1/ADORA2A/SYT15/SYT6/CHRNB2"
"GO:0071825","GO:0071825","protein-lipid complex organization",36,0.534284897070771,1.37311325472483,0.1,0.694759337477732,0.672657545740738,2987,"tags=42%, list=22%, signal=33%","APOC2/APOM/APOA1/PLA2G7/ABCA1/LPL/PLA2G10/CETP/PLTP/LCAT/LIPG/NR1H2/MFSD2A/SOAT2/FURIN"
"GO:0032733","GO:0032733","positive regulation of interleukin-10 production",37,0.533623813846298,1.37156877692769,0.101865136298422,0.694759337477732,0.672657545740738,2967,"tags=38%, list=21%, signal=30%","LILRA5/XCL1/IL6/SYK/RBM47/TIGIT/INAVA/TLR2/F2RL1/LGALS9/TUSC2/IL23A/CD83/ISG15"
"GO:1903077","GO:1903077","negative regulation of protein localization to plasma membrane",23,0.590466988300257,1.37138800796944,0.106382978723404,0.694759337477732,0.672657545740738,1167,"tags=17%, list=8%, signal=16%","PKDCC/WNK4/MRAP/WNK3"
"GO:0032878","GO:0032878","regulation of establishment or maintenance of cell polarity",24,0.587344220687832,1.36952918579003,0.103186646433991,0.694759337477732,0.672657545740738,130,"tags=8%, list=1%, signal=8%","TEK/SHTN1"
"GO:0042491","GO:0042491","inner ear auditory receptor cell differentiation",29,0.560904461312503,1.36670608170413,0.101040118870728,0.694759337477732,0.672657545740738,1100,"tags=28%, list=8%, signal=25%","POU4F3/MYCL/JAG1/GSDME/MCOLN3/FGF2/MYO7A/ANKRD24"
"GO:1904357","GO:1904357","negative regulation of telomere maintenance via telomere lengthening",26,-0.512313725151031,-1.36488991052525,0.0920245398773006,0.694759337477732,0.672657545740738,1846,"tags=23%, list=13%, signal=20%","TNKS/TNKS2/XRN1/POT1/SLX1B/TEN1"
"GO:0032373","GO:0032373","positive regulation of sterol transport",32,0.543469393195295,1.36421972077992,0.100143061516452,0.694759337477732,0.672657545740738,2401,"tags=41%, list=17%, signal=34%","ABCG4/APOA1/ABCA12/ABCA1/ABCB4/CETP/CAV1/PLTP/NR1H3/NFKBIA/LIPG/NR1H2/LDLRAP1"
"GO:0032376","GO:0032376","positive regulation of cholesterol transport",32,0.543469393195295,1.36421972077992,0.100143061516452,0.694759337477732,0.672657545740738,2401,"tags=41%, list=17%, signal=34%","ABCG4/APOA1/ABCA12/ABCA1/ABCB4/CETP/CAV1/PLTP/NR1H3/NFKBIA/LIPG/NR1H2/LDLRAP1"
"GO:0001974","GO:0001974","blood vessel remodeling",31,0.549035300647633,1.36041763978941,0.106569343065693,0.694759337477732,0.672657545740738,2493,"tags=35%, list=18%, signal=29%","DBH/CBS/JAG1/SEMA3C/ACVRL1/FOXC1/EPAS1/LIF/MEF2C/CST3/ACE"
"GO:0097242","GO:0097242","amyloid-beta clearance",31,0.548578018403979,1.35928457087763,0.106569343065693,0.694759337477732,0.672657545740738,1426,"tags=19%, list=10%, signal=17%","LRP4/MME/CYP51A1/CLU/C3/INSR"
"GO:0071715","GO:0071715","icosanoid transport",36,0.527856569939379,1.35659244113228,0.104285714285714,0.694759337477732,0.672657545740738,781,"tags=22%, list=6%, signal=21%","NOS2/IL1A/DRD3/PTGS2/TNFSF11/PTGES/PLA2G4A/SYK"
"GO:0048246","GO:0048246","macrophage chemotaxis",31,0.547123813180176,1.35568129357288,0.106569343065693,0.694759337477732,0.672657545740738,2490,"tags=29%, list=18%, signal=24%","DDT/AZU1/CYP19A1/SLAMF8/CCL3/LGALS3/RARRES2/MDK/C5AR1"
"GO:0010517","GO:0010517","regulation of phospholipase activity",40,0.525584607487288,1.34964539158005,0.0939306358381503,0.694759337477732,0.672657545740738,2498,"tags=30%, list=18%, signal=25%","APOC2/ARHGAP6/FGFR3/FGF2/PDGFRB/ANGPTL3/LPAR1/GPR55/ANG/NMUR1/C5AR1/CD86"
"GO:0010955","GO:0010955","negative regulation of protein processing",27,-0.492357186104972,-1.342581225672,0.103857566765579,0.694759337477732,0.672657545740738,1897,"tags=37%, list=14%, signal=32%","NLRP7/MDM2/USP17L2/THBS1/GAS1/SERPINE2/PLAT/SERPINF2/ACP4/CPB2"
"GO:1903318","GO:1903318","negative regulation of protein maturation",27,-0.492357186104972,-1.342581225672,0.103857566765579,0.694759337477732,0.672657545740738,1897,"tags=37%, list=14%, signal=32%","NLRP7/MDM2/USP17L2/THBS1/GAS1/SERPINE2/PLAT/SERPINF2/ACP4/CPB2"
"GO:1900225","GO:1900225","regulation of NLRP3 inflammasome complex assembly",30,-0.492125387973313,-1.33883442859941,0.100313479623824,0.694759337477732,0.672657545740738,1368,"tags=23%, list=10%, signal=21%","PTPN22/CD36/PPP2CA/MAPK8/TREM2/NEK7/MEFV"
"GO:0060191","GO:0060191","regulation of lipase activity",49,0.502344088385689,1.338580233797,0.097629009762901,0.694759337477732,0.672657545740738,2498,"tags=31%, list=18%, signal=25%","APOC2/ARHGAP6/FGFR3/FGF2/PDGFRB/ANGPTL3/LPAR1/GPR55/SORT1/ANG/NR1H3/NR1H2/NMUR1/C5AR1/CD86"
"GO:0035088","GO:0035088","establishment or maintenance of apical/basal cell polarity",45,0.512965867021842,1.33812911854145,0.0979827089337176,0.694759337477732,0.672657545740738,764,"tags=13%, list=6%, signal=13%","PARD3/OPHN1/PTK7/CAMSAP3/FSCN1/OOEP"
"GO:0061245","GO:0061245","establishment or maintenance of bipolar cell polarity",45,0.512965867021842,1.33812911854145,0.0979827089337176,0.694759337477732,0.672657545740738,764,"tags=13%, list=6%, signal=13%","PARD3/OPHN1/PTK7/CAMSAP3/FSCN1/OOEP"
"GO:0032720","GO:0032720","negative regulation of tumor necrosis factor production",51,0.498598796181666,1.33512857003455,0.102384291725105,0.694759337477732,0.672657545740738,1929,"tags=25%, list=14%, signal=22%","LILRA4/CHRNA7/C5AR2/LILRB4/ORM1/LILRB1/IRAK3/FOXP3/ACP5/CD33/POMC/CACTIN/GSTP1"
"GO:0043407","GO:0043407","negative regulation of MAP kinase activity",41,-0.460400232153672,-1.33046358227347,0.0964630225080386,0.694759337477732,0.672657545740738,2264,"tags=37%, list=16%, signal=31%","SPRY1/SORL1/PIK3CB/UCHL1/NF1/PTPN22/HIPK3/AIDA/PPARG/SPRY4/PAQR3/DAB2IP/IL1B/DUSP19/NPPA"
"GO:0031343","GO:0031343","positive regulation of cell killing",66,0.472795723617602,1.33025273824929,0.101468624833111,0.694759337477732,0.672657545740738,1158,"tags=15%, list=8%, signal=14%","NOS2/XCL1/FCER2/HLA-G/CD1D/SPI1/PVR/SYK/ULBP2/TYROBP"
"GO:0055002","GO:0055002","striated muscle cell development",51,0.496318561577132,1.32902264601265,0.102384291725105,0.694759337477732,0.672657545740738,1501,"tags=29%, list=11%, signal=26%","ANKRD1/SYNPO2L/OBSL1/NEBL/MYH7/LMOD2/PDGFRB/ACTA1/SDC1/CAPN3/TNNT3/LMOD3/TCAP/MYH6/CSRP2"
"GO:0001892","GO:0001892","embryonic placenta development",66,0.472295655703643,1.32884575278258,0.102803738317757,0.694759337477732,0.672657545740738,1988,"tags=27%, list=14%, signal=23%","ADM/SNAI1/PHLDA2/FZD5/GCM1/GATA2/CSF2/LEF1/STK3/SPINT2/SPINT1/EPAS1/SOCS3/LIF/KRT8/ASCL2/NSDHL/TAF10"
"GO:0009395","GO:0009395","phospholipid catabolic process",45,0.509125702293677,1.32811161723559,0.100864553314121,0.694759337477732,0.672657545740738,1332,"tags=20%, list=10%, signal=18%","APOC2/ENPP2/SMPDL3B/PLA2G7/PLA2G4A/GDPD3/PLB1/PLBD1/PLA2G10"
"GO:0051591","GO:0051591","response to cAMP",63,0.477949902103439,1.32672513088814,0.0958904109589041,0.694759337477732,0.672657545740738,1249,"tags=17%, list=9%, signal=16%","TEK/GATA1/KCNE1/VGF/SLC26A3/PFKFB1/AKAP6/GPD1/RAPGEF3/ASS1/SDC1"
"GO:0015844","GO:0015844","monoamine transport",50,0.497845071773901,1.324719934867,0.101983002832861,0.694759337477732,0.672657545740738,1460,"tags=28%, list=11%, signal=25%","SYT17/DRD3/CHRNA7/KCNB1/SLC29A4/SYK/P2RY1/LILRB1/CHRNA6/CNR1/ADORA2A/SYT15/SYT6/CHRNB2"
"GO:0001707","GO:0001707","mesoderm formation",45,0.507010593696697,1.32259411873432,0.106628242074928,0.694759337477732,0.672657545740738,1095,"tags=18%, list=8%, signal=16%","TLX2/SNAI1/EPHA2/NOG/MESP1/LEF1/INHBA/FOXC1"
"GO:0001960","GO:0001960","negative regulation of cytokine-mediated signaling pathway",59,0.481634295730956,1.31750390411219,0.10252808988764,0.694759337477732,0.672657545740738,2313,"tags=29%, list=17%, signal=24%","ROBO1/MMP12/APOA1/IL6/DCST1/IRAK3/IL1RN/ECM1/CAV1/CCDC3/CACTIN/IL1R2/GSTP1/USP18/F2RL1/NR1H3/NR1H2"
"GO:0009247","GO:0009247","glycolipid biosynthetic process",58,0.480462539185226,1.3145884571167,0.104895104895105,0.694759337477732,0.672657545740738,2515,"tags=21%, list=18%, signal=17%","ST8SIA6/UGT8/GAL3ST4/GAL3ST1/DPM3/B4GALT6/GAL3ST2/PGAP2/PIGP/DPM1/DPM2/LARGE1"
"GO:0030500","GO:0030500","regulation of bone mineralization",61,0.473857013441197,1.30976544766563,0.105117565698479,0.694759337477732,0.672657545740738,1454,"tags=23%, list=10%, signal=21%","GREM1/PKDCC/GATA1/ADGRV1/MATN1/SGMS2/ALOX5/FAM20C/TFAP2A/SLC8A1/LTF/VDR/ECM1/CCL3"
"GO:0072073","GO:0072073","kidney epithelium development",90,0.446701812631983,1.30667202077903,0.0911458333333333,0.694759337477732,0.672657545740738,1374,"tags=21%, list=10%, signal=19%","ADAMTS16/HNF1B/GREM1/WNK4/NOG/SHH/RET/JAG1/BASP1/HS3ST3A1/LAMB2/CRLF1/FGF2/FOXC1/VEGFA/FMN1/DCHS1/SDC1/MYO1E"
"GO:0099565","GO:0099565","chemical synaptic transmission, postsynaptic",73,0.457567891571916,1.30579699895208,0.0940397350993377,0.694759337477732,0.672657545740738,2628,"tags=30%, list=19%, signal=25%","NETO1/GRIK5/CHRNA7/CHRNA6/ADORA2A/INSYN2B/STX1B/HTR3A/CHRNB2/NTSR1/MPP2/MEF2C/CHRNA9/CDK5/CHRNB1/CHRNA2/CHRFAM7A/STX1A/LRRK2/GRIN2C/SLC29A1/DVL1"
"GO:0043406","GO:0043406","positive regulation of MAP kinase activity",71,-0.406083013439915,-1.30064601740671,0.104039479022464,0.694759337477732,0.672657545740738,717,"tags=20%, list=5%, signal=19%","CD24/PIK3CG/DAB2IP/TENM1/IL1B/EGF/DUSP19/PDGFD/ADRA2A/MST1R/HTR2B/TPD52L1/SASH1/CCL19"
"GO:0009581","GO:0009581","detection of external stimulus",85,0.444852945248549,1.29631065917928,0.103896103896104,0.694759337477732,0.672657545740738,1790,"tags=27%, list=13%, signal=24%","CALCA/CDH2/GPR88/SLC24A4/ADGRV1/GNA11/HPN/PKD2L1/BEST1/SCN11A/CACNA1F/PKD1L3/GPR52/ROM1/ATP8A2/ASIC3/PKDREJ/REEP6/TCAP/NTSR1/PRPH2/UNC119/TMC1"
"GO:0001776","GO:0001776","leukocyte homeostasis",100,0.437598869628378,1.29566607191694,0.0925221799746515,0.694759337477732,0.672657545740738,861,"tags=10%, list=6%, signal=9%","TNFRSF17/GAPT/SPTA1/IL2/TNFRSF13B/HCAR2/IL6/SPNS2/BTK/GCNT4"
"GO:0050764","GO:0050764","regulation of phagocytosis",81,0.446352347337418,1.29295371957715,0.100130039011704,0.694759337477732,0.672657545740738,1335,"tags=22%, list=10%, signal=20%","ALOX15/AZU1/APOA1/GATA2/CFP/FCGR1A/TUB/BTK/SYK/FCER1G/SPHK1/FGR/FPR2/HCK/CD300LF/RAB31/DYSF/C3"
"GO:0002444","GO:0002444","myeloid leukocyte mediated immunity",92,0.440547168051759,1.28972074376056,0.102864583333333,0.694759337477732,0.672657545740738,1470,"tags=23%, list=11%, signal=21%","FCER1A/AZU1/GATA1/MRGPRX2/IL6/GATA2/FCGR3A/FCGR1A/SPI1/BTK/SYK/SCN11A/FES/FGR/ADGRE2/TYROBP/LAT2/C3/F2/CCL3/NLRP6"
"GO:0031960","GO:0031960","response to corticosteroid",101,0.434668412553113,1.2894862063831,0.105926860025221,0.694759337477732,0.672657545740738,2175,"tags=25%, list=16%, signal=21%","SLC12A3/ADM/SH3RF1/PTGS2/SSTR3/AXIN2/GJB2/IL6/PFKFB1/TYMS/INHBA/ASS1/IL1RN/SRC/IGFBP7/SDC1/CYBB/ACSBG1/TFAP4/UCN/AKR1C3/PAPPA/CDKN1A/SOX30/PTAFR"
"GO:0006941","GO:0006941","striated muscle contraction",117,0.429582846544427,1.28920223446015,0.0947109471094711,0.694759337477732,0.672657545740738,1882,"tags=25%, list=14%, signal=22%","GJC1/MYLK2/SCN4B/ADCY10/MYBPC3/KCNE1/TNNC1/TNNI2/DSG2/TNNC2/MYH7/DSC2/DMD/ANK2/STAC/SLC8A1/ATP8A2/STAC3/TNNT3/LMOD3/TCAP/CACNA1D/MYH6/CAV1/GSN/UCN/GSTM2/ALDOA/ARHGEF11"
"GO:0030856","GO:0030856","regulation of epithelial cell differentiation",106,0.432516729475297,1.28898202995958,0.0958904109589041,0.694759337477732,0.672657545740738,2000,"tags=28%, list=14%, signal=24%","CLDN5/IL1A/PROC/PTCH2/MYCL/ABCA12/PAX6/MESP1/JAG1/TP73/CCND1/KLF7/ACVRL1/FGF2/SFN/NOTCH4/FOXC1/VEGFA/NKX6-3/VDR/CD109/CAV1/SPRED1/TRIM16/SPRED3/LIF/MMP9/BAD/ZBED2/PAX8"
"GO:0030301","GO:0030301","cholesterol transport",90,0.439817484265156,1.28653429354263,0.0989583333333333,0.694759337477732,0.672657545740738,2401,"tags=26%, list=17%, signal=21%","LRP6/APOC2/ABCG4/CEL/APOM/SHH/APOA1/ABCA12/ABCA1/TSKU/ABCB4/CLU/PLA2G10/CETP/CAV1/PLTP/LCAT/STAR/NR1H3/NFKBIA/LIPG/NR1H2/LDLRAP1"
"GO:0002698","GO:0002698","negative regulation of immune effector process",105,0.430942881694488,1.28428049823582,0.0998751560549313,0.694759337477732,0.672657545740738,1287,"tags=19%, list=9%, signal=17%","ZPBP2/IL2/PRG2/XCL1/PGLYRP1/HLA-G/CR2/SERPING1/HLX/APOA1/LILRB4/SPI1/CD22/LILRB1/SLAMF8/IRAK3/FCRL3/FOXP3/IFNL1/ACP5"
"GO:0035148","GO:0035148","tube formation",119,0.427172667587,1.28309973818913,0.0975308641975309,0.694759337477732,0.672657545740738,1537,"tags=17%, list=11%, signal=15%","ADM/HNF1B/GREM1/HESX1/CECR2/PTK7/NOG/VANGL2/MMRN2/SHH/RET/FGF2/VEGFA/PRICKLE1/CELSR1/TCAP/STK3/SPINT2/EDAR/SPINT1"
"GO:0050768","GO:0050768","negative regulation of neurogenesis",104,0.43027831049084,1.28258299249218,0.1025,0.694759337477732,0.672657545740738,1133,"tags=17%, list=8%, signal=16%","LRP4/NFATC4/TLX2/DRD3/SEMA3A/FSTL4/SEMA3B/NOG/SEMA6B/IL6/GATA2/PAX6/DRAXIN/SLIT1/SEMA3C/NTN1/NRP1/SPP1"
"GO:0031214","GO:0031214","biomineral tissue development",115,0.427607501687061,1.28212519444844,0.0995085995085995,0.694759337477732,0.672657545740738,1244,"tags=19%, list=9%, signal=18%","GREM1/ALOX15/PKDCC/FGFR3/GATA1/SLC24A4/ADGRV1/PTGS2/AXIN2/MATN1/ODAPH/SGMS2/ALOX5/FAM20C/FGR/TFAP2A/SLC8A1/LTF/SPP1/PRICKLE1/VDR/ECM1"
"GO:0106106","GO:0106106","cold-induced thermogenesis",119,0.425002731448993,1.27658189493317,0.103703703703704,0.694759337477732,0.672657545740738,1803,"tags=16%, list=13%, signal=14%","YBX2/LCN2/UCP1/DBH/DIO2/G0S2/SYK/ACHE/GRB10/IGF2BP2/IL18/VEGFA/ALDH1A1/CAV1/OXT/EPAS1/FABP5/ATF4/GADD45G"
"GO:0009205","GO:0009205","purine ribonucleoside triphosphate metabolic process",133,0.419572335774309,1.27553504027337,0.0984204131227217,0.694759337477732,0.672657545740738,3845,"tags=46%, list=28%, signal=33%","ADCY10/MYH7/AK4/NDUFB3/NDUFA12/NDUFA2/NME1/NME7/ATP5PF/UQCC3/MYH6/NDUFAB1/NDUFA1/NDUFA13/ATP5MC1/NDUFB9/NDUFB1/HSPA1B/FIS1/ALDOA/NDUFB7/NDUFB6/ATP5MF/BAD/NDUFA8/NDUFS5/NDUFA3/ATP5F1E/GIMAP7/NDUFC1/NDUFB11/ATP5MC3/LRRK2/TMSB4X/ATP5MC2/ATP5PD/NDUFB8/NDUFV1/NDUFS3/NMNAT1/NME3/STOML2/MYH3/NUDT2/NDUFB5/NDUFB4/NDUFS6/NDUFB10/SPHK2/NDUFA6/IMPDH2/ENO1/NDUFS4/TSPO/AK1/ATP5IF1/SDHB/ATP5ME/SLC25A25/NDUFS8/ATP5MG"
"GO:0050864","GO:0050864","regulation of B cell activation",123,0.423057636535897,1.27346238828342,0.0962962962962963,0.694759337477732,0.672657545740738,1949,"tags=21%, list=14%, signal=18%","IL2/TNFRSF13B/CD19/IL7/IL6/SPI1/CD22/BTK/SYK/SLAMF8/CD40/CLCF1/TNFRSF4/INHBA/FCRL3/PAWR/FOXP3/TYROBP/MMP14/BANK1/CHRNB2/MZB1/MEF2C/BAD/TNFRSF21/CDKN1A"
"GO:0051216","GO:0051216","cartilage development",129,0.418302974268641,1.26683406459574,0.103067484662577,0.694759337477732,0.672657545740738,1282,"tags=21%, list=9%, signal=19%","GREM1/PKDCC/BMP3/FGFR3/WNT9A/SNAI1/PITX1/MUSTN1/NOG/AXIN2/GPLD1/CHADL/CBS/MATN1/BMP8A/FGF9/COL27A1/ACVRL1/FGF2/CHI3L1/TYMS/WNT5B/TSKU/TIMP1/MBOAT2/ECM1/HYAL2"
"GO:0050728","GO:0050728","negative regulation of inflammatory response",126,0.417372288898555,1.26621578156558,0.102439024390244,0.694759337477732,0.672657545740738,2408,"tags=25%, list=17%, signal=21%","TEK/CYP19A1/IL2/CHRNA7/PGLYRP1/PROC/APOA1/SMPDL3B/SYK/ALOX5/SLAMF8/FGR/FPR2/HCK/ADORA2A/C1QTNF12/FOXP3/SRC/ACP5/PLA2G10/NLRP6/CD200/SOCS3/SIGLEC10/GSTP1/PSMB4/KLF4/NR1H3/METRNL/MDK/IER3/SOD1"
"GO:0009199","GO:0009199","ribonucleoside triphosphate metabolic process",140,0.413254079126132,1.26321439865657,0.100120627261761,0.694759337477732,0.672657545740738,3845,"tags=44%, list=28%, signal=32%","ADCY10/MYH7/AK4/NDUFB3/NDUFA12/NDUFA2/NME1/NME7/ATP5PF/UQCC3/MYH6/NDUFAB1/NDUFA1/NDUFA13/ATP5MC1/NDUFB9/NDUFB1/HSPA1B/FIS1/ALDOA/NDUFB7/NDUFB6/ATP5MF/BAD/NDUFA8/NDUFS5/NDUFA3/ATP5F1E/GIMAP7/NDUFC1/NDUFB11/ATP5MC3/LRRK2/TMSB4X/ATP5MC2/ATP5PD/NDUFB8/NDUFV1/NDUFS3/NMNAT1/NME3/STOML2/MYH3/NUDT2/NDUFB5/NDUFB4/NDUFS6/NDUFB10/SPHK2/NDUFA6/IMPDH2/ENO1/NDUFS4/TSPO/AK1/ATP5IF1/SDHB/ATP5ME/SLC25A25/NDUFS8/ATP5MG"
"GO:0070374","GO:0070374","positive regulation of ERK1 and ERK2 cascade",137,0.412209304713115,1.25507770813727,0.105454545454545,0.694759337477732,0.672657545740738,1462,"tags=20%, list=11%, signal=18%","DDT/TEK/ALOX15/IL1A/FGFR3/NDRG4/CAVIN3/CHRNA7/XCL1/CCL18/TNFSF11/HCRTR1/ARHGAP8/CCR7/P2RY1/CCL24/FPR2/FGF2/CHI3L1/INHBA/NRP1/PDGFRB/AKAP12/SRC/GCNT2/CCL3L1/CCL3/ICAM1"
"GO:0002822","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",170,0.402707771312842,1.25343341377531,0.103896103896104,0.694759337477732,0.672657545740738,1336,"tags=16%, list=10%, signal=15%","IL2/CLEC6A/XCL1/FCER2/HLA-G/CLC/FZD5/CR2/HLX/IL27/IL6/CD1D/LILRB4/FCGR1A/BTK/PLA2G4A/PVR/IL1R1/LILRB1/ULBP2/CD40/CLCF1/IL18/FOXP3/FUT7/C3/NFKBID"
